question_code,source_year,source_type,knowledge_point,question_text,answer_text,image_path,language,favourite
PGA-WEB-Q49,N/A,Website,Functions 1,"Write a C program to print the square of array elements using callback function.

Expected Output:

Array elements before processing: 1 2 3 4 5 6 
Square of the array elements after processing: 1 4 9 16 2","#include <stdio.h>

void process(int arr[], int size, int (*callback)(int))
{
    for (int i = 0; i < size; i++)
    {
        arr[i] = callback(arr[i]);
    }
}
int square(int n)
{
    return n * n;
}

int main()
{
    int arr[] = {1, 2, 3, 4, 5, 6};
    int size = sizeof(arr) / sizeof(arr[0]);
    printf(""Array elements before processing: "");
    for (int i = 0; i < size; i++)
    {
        printf(""%d "", arr[i]);
    }
    printf(""\n"");
    process(arr, size, square);
    printf(""Square of the array elements after processing: "");
    for (int i = 0; i < size; i++)
    {
        printf(""%d "", arr[i]);
    }
    printf(""\n"");
    return 0;
}
",,C,0
PGA-WEB-Q50,N/A,Website,Simple Algorithms; Functions 1; Control and Iteration,"Write C program to sort an array of integers in ascending or descending order using a callback function to compare the elements.

Expected Output:

Original array: 7 2 0 5 8 9 

Ascending order: 0 2 5 7 8 9 

Descending order: 9 8 7 5 2 0","#include <stdio.h>
#include <stdlib.h>

typedef int( * compare_func_t)(const void * ,
  const void * );
void sort_array(int * arr, size_t n, compare_func_t compare) {
  qsort(arr, n, sizeof(int), compare);
}
int ascending_order(const void * a,
  const void * b) {
  const int * ia = (const int * ) a;
  const int * ib = (const int * ) b;
  return ( * ia > * ib) - ( * ia < * ib);
}

int descending_order(const void * a,
  const void * b) {
  const int * ia = (const int * ) a;
  const int * ib = (const int * ) b;
  return ( * ib > * ia) - ( * ib < * ia);
}
int main() {
  int arr[] = {
    7,
    2,
    0,
    5,
    8,
    9
  };
  size_t n = sizeof(arr) / sizeof(int);
  printf(""Original array: "");
  for (size_t i = 0; i < n; i++) {
    printf(""%d "", arr[i]);
  }
  printf(""\n"");
  sort_array(arr, n, ascending_order);
  printf(""\nAscending order: "");
  for (size_t i = 0; i < n; i++) {
    printf(""%d "", arr[i]);
  }
  printf(""\n"");
  sort_array(arr, n, descending_order);
  printf(""\nDescending order: "");
  for (size_t i = 0; i < n; i++) {
    printf(""%d "", arr[i]);
  }
  printf(""\n"");
  return 0;
}
",,C,0
PGA-WEB-Q51,N/A,Website,Variable Length Argument,"Write a C program to find the sum of a variable number of integers passed as arguments to a function using variadic functions.

Expected Output:

s1 = 6, s2 = 15, s3 = -6","#include <stdio.h>

#include <stdarg.h>

int sum_nums(int ctr, ...) {
  int sum_nums_all = 0;
  va_list args;
  va_start(args, ctr);
  for (int i = 0; i < ctr; i++) {
    int n = va_arg(args, int);
    sum_nums_all += n;
  }
  va_end(args);
  return sum_nums_all;
}
int main() {
  int s1 = sum_nums(3, 1, 2, 3); // returns 6
  int s2 = sum_nums(5, 1, 2, 3, 4, 5); // returns 15
  int s3 = sum_nums(3, -1, -2, -3); // returns -6
  printf(""s1 = %d, s2 = %d, s3 = %d"", s1, s2, s3);
  return 0;
}
",,C,0
PGA-WEB-Q52,N/A,Website,Variable Length Argument,"Write a C program to find the product of a variable number of integers passed as arguments to a function using variadic functions.

Expected Output:

s1 = 6, s2 = 15, s3 = -6","#include <stdio.h>

#include <stdarg.h>

int multiply(int count, ...) {
  int result = 1;
  va_list args;
  va_start(args, count);
  for (int i = 0; i < count; i++) {
    int num = va_arg(args, int);
    result *= num;
  }
  va_end(args);
  return result;
}
int main() {
  int p1 = multiply(4, 2, 3, 4, 5);
  int p2 = multiply(3, 5, 10, 15);
  printf(""Product of 2, 3, 4, and 5: %d\n"", p1);
  printf(""Product of 5, 10, and 15: %d\n"", p2);
  return 0;
}
",,C,0
PGA-WEB-Q53,N/A,Website,Functions 2,"Write a program in C to print the first 50 natural numbers using recursion.

Expected Output:

 The natural numbers are : 1  2  3
  4  5  6  7  8  9  10  11  12  13
  14  15  16  17  18  19  20  21  
22  23  24  25  26  27  28  29  30
  31  32  33  34  35  36  37  38  
39  40  41  42  43  44  45  46  47
  48  49  50","#include<stdio.h>
int  numPrint(int);
int main()
{
    int n = 1;
 printf(""\n\n Recursion : print first 50 natural numbers :\n"");
 printf(""-------------------------------------------------\n""); 
 printf("" The natural numbers are :"");
    numPrint(n);
    printf(""\n\n"");
    return 0;
}
int numPrint(int n)
{
    if(n<=50)
    {
         printf("" %d "",n);
         numPrint(n+1);
    }
}
",,C,0
PGA-WEB-Q54,N/A,Website,Functions 2,"Write a program in C to calculate the sum of numbers from 1 to n using recursion.

Test Data :
Input the last number of the range starting from 1 : 5

Expected Output:

The sum of numbers from 1 to 5 : 
15","#include<stdio.h>
 
int sumOfRange(int);
 
int main() 
{
   int n1;
   int sum;
 printf(""\n\n Recursion : calculate the sum of numbers from 1 to n :\n"");
 printf(""-----------------------------------------------------------\n"");    
 
   printf("" Input the last number of the range starting from 1 : "");
   scanf(""%d"", &n1);
 
   sum = sumOfRange(n1); 
   printf(""\n The sum of numbers from 1 to %d : %d\n\n"", n1, sum);
 
   return (0);
}
 
int sumOfRange(int n1) 
{
   int res;
   if (n1 == 1) 
   {
      return (1);
   } else 
   {
      res = n1 + sumOfRange(n1 - 1); //calling the function sumOfRange itself
   }
   return (res);
}
",,C,0
PGA-WEB-Q55,N/A,Website,Functions 1; Type; Functions,"Write a C program to compute the area of a circle given its radius using inline functions.

Expected Output:

The area of the circle (radius = 5.000000) is 78.539816
The area of the circle (radius = 12.000000) is 452.389342","#include <stdio.h>

// Inline function to compute area of a circle
inline double circle_area(double radius) {
  return 3.14159265358979323846 * radius * radius;
}
int main() {
  double radius = 5.0;
  printf(""The area of the circle (radius = %f) is %f"", radius, circle_area(radius));
  radius = 12.0;
  printf(""\nThe area of the circle (radius = %f) is %f"", radius, circle_area(radius));
  return 0;
}
",,C,0
PGA-WEB-Q56,N/A,Website,Functions 1; Functions,"Write a C program to compute absolute difference between two integers using inline functions.

Expected Output:

Absolute difference between 100 and 200 is 100

Absolute difference between 200 and 100 is 100","#include <stdio.h>

inline int absolute_difference(int a, int b) {
  return (a > b) ? (a - b) : (b - a);
}
int main() {
  int x = 100, y = 200;
  int diff = absolute_difference(x, y);
  printf(""Absolute difference between %d and %d is %d\n"", x, y, diff);
  printf(""\nAbsolute difference between %d and %d is %d\n"", y, x, diff);
  return 0;
}
",,C,0
PGA-WEB-Q57,N/A,Website,Files and IO,"Write a program in C to create and store information in a text file.

Test Data :

Input a sentence for the file : This is the content of the file test.txt.

Expected Output :

 The file test.txt created successfully...!! ","#include <stdio.h>
#include <stdlib.h>
  
int main()
{
   char str[1000];
   FILE *fptr;
   char fname[20]=""test.txt"";

    printf(""\n\n Create a file (test.txt) and input text :\n"");
 printf(""----------------------------------------------\n""); 
   fptr=fopen(fname,""w""); 
   if(fptr==NULL)
   {
      printf("" Error in opening file!"");
      exit(1);
   }
   printf("" Input a sentence for the file : "");
   fgets(str, sizeof str, stdin);
   fprintf(fptr,""%s"",str);
   fclose(fptr);
   printf(""\n The file %s created successfully...!!\n\n"",fname);
   return 0;
}
",,C,0
PGA-WEB-Q58,N/A,Website,Files and IO,"Write a program in C to read an existing file.

Test Data :

Input the file name to be opened : test.txt

Expected Output :

 The content of the file test.txt is  :                                                                       
This is the content of the file test.txt.","#include <stdio.h>
#include <stdlib.h>

void main()
{
 FILE *fptr;
 char fname[20];
 char str;
    printf(""\n\n Read an existing file :\n"");
 printf(""------------------------------\n""); 
 printf("" Input the filename to be opened : "");
 scanf(""%s"",fname);
 fptr = fopen (fname, ""r"");  
 if (fptr == NULL)
 {
  printf("" File does not exist or cannot be opened.\n"");
  exit(0);
 }
 printf(""\n The content of the file %s is  :\n"",fname);
 str = fgetc(fptr);
 while (str != EOF)
  {
   printf (""%c"", str);
   str = fgetc(fptr);
  }
 fclose(fptr);
    printf(""\n\n"");
}
",,C,0
PGA-WEB-Q59,N/A,Website,Simple Algorithms; Control and Iteration,"Write a C program to find the position of a target value within a sorted array using binary search.

Binary Search : In computer science, a binary search or half-interval search algorithm finds the position of a target value within a sorted array. The binary search algorithm can be classified as a dichotomies divide-and-conquer search algorithm and executes in logarithmic time.","#include<stdio.h>
void main()
{
    // Variable declarations
    int arra[100], i, n, x, f, l, m, flag = 0;
    // Prompting user for input
    printf(""Input no. of elements in an array\n"");
    // Getting user input for the number of elements in the array
    scanf(""%d"", &n);
    // Prompting user for input
    printf(""Input %d value in ascending order\n"", n);
    // Getting user input for the elements of the array
    for(i = 0; i < n; i++)
        scanf(""%d"", &arra[i]);
    // Prompting user for input
    printf(""Input the value to be search : "");

    // Getting user input for the value to be searched
    scanf(""%d"", &x);
    // Binary Search logic
    f = 0;
    l = n - 1;
    while (f <= l)
    {
        m = (f + l) / 2;
        if (x == arra[m])
        {
            flag = 1;
            break;
        }
        else if (x < arra[m])
            l = m - 1;
        else
            f = m + 1;
    }
    // Checking if the value was found or not and printing the result
    if (flag == 0)
        printf(""%d value not found\n"", x);
    else
        printf(""%d value found at %d position\n"", x, m);
}
",,C,0
PGA-WEB-Q60,N/A,Website,Simple Algorithms; Control and Iteration,"Write a C program to find the position of a target value within an array using interpolation search.

From Wikipedia:

Interpolation search is an algorithm for searching for a key in an array that has been ordered by numerical values assigned to the keys (key values). It was first described by W. W. Peterson in 1957. Interpolation search resembles the method by which people search a telephone directory for a name (the key value by which the book's entries are ordered): in each step the algorithm calculates where in the remaining search space the sought item might be, based on the key values at the bounds of the search space and the value of the sought key, usually via a linear interpolation. The key value actually found at this estimated position is then compared to the key value being sought. If it is not equal, then depending on the comparison, the remaining search space is reduced to the part before or after the estimated position. This method will only work if calculations on the size of differences between key values are sensible.","#include <stdio.h>
// Function to perform interpolation search in a sorted array
int interpolation_Search(int array_nums[], int array_size, int n)
{
    // Initialize the lower and higher positions for the search
    int lower_pos = 0, higher_pos = array_size - 1;
    // Perform interpolation search while the search space is valid
    while (lower_pos <= higher_pos && n >= array_nums[lower_pos] && n <= array_nums[higher_pos])
    {
        // Calculate the position using interpolation formula
        int n_pos = lower_pos + ((n - array_nums[lower_pos]) * (higher_pos - lower_pos)) / (array_nums[higher_pos] - array_nums[lower_pos]);
        // If the element is greater, update the lower position
        if (n > array_nums[n_pos])
            lower_pos = n_pos + 1;
        // If the element is smaller, update the higher position
        else if (n < array_nums[n_pos])
            higher_pos = n_pos - 1;
        // If the element is found, return its position
        else  
            return n_pos;
    }
    // If the element is not found, return -1
    return -1;
}
// Main function
int main()
{
    int n;
    // Sorted array for interpolation search
    int array_nums[] = {0, 10, 20, 20, 30, 50, 70, 75, 82, 92, 115, 123, 141, 153, 160, 170};
    int array_size = sizeof(array_nums) / sizeof(array_nums[0]);
    // Print the original array
    printf(""Original Array: "");
    for (int i = 0; i < array_size; i++) 
        printf(""%d "", array_nums[i]);   
    printf(""\n"");
    // Input a number to search
    printf(""Input a number to search: "");
    scanf(""%d"", &n); 
    // Perform interpolation search and print the result
    int index = interpolation_Search(array_nums, array_size, n);
    if (index != -1)
        printf(""\nElement found at position: %d"", index);
    else
        printf(""\nElement not found..!"");
    // Return 0 to indicate successful execution
    return 0;
}
",,C,0
PGA-WEB-Q61,N/A,Website,Simple Algorithms; Control and Iteration,"Write a C program to get the indices of two numbers in a given array of integers. This will enable you to get the sum of two numbers equal to a specific target.

Expected Output:

Original Array: 4  2  1  5  
Target Value: 7
Indices of the two numbers whose sum equal to target value: 7
1 3","#include <stdio.h>
#include <stdlib.h>

struct object {
    int val;
    int index;
};

static int compare(const void *a, const void *b)
{
    return ((struct object *) a)->val - ((struct object *) b)->val;
}

static int * two_sum(int *nums, int nums_size, int target)
{
    int i, j;
    struct object *objes = malloc(nums_size * sizeof(*objes));
    for (i = 0; i < nums_size; i++) {
        objes[i].val = nums[i];
        objes[i].index = i;
    }
    qsort(objes, nums_size, sizeof(*objes), compare);
    
    int *results = malloc(2 * sizeof(int));
    i = 0;
    j = nums_size - 1;
    while (i < j) {
        int diff = target - objes[i].val;
        if (diff > objes[j].val) {
            while (++i < j && objes[i].val == objes[i - 1].val) {}
        } else if (diff < objes[j].val) {
            while (--j > i && objes[j].val == objes[j + 1].val) {}
        } else {
            results[0] = objes[i].index;
            results[1] = objes[j].index;
            return results;
        }
    }
    return NULL;
}

int main(void)
{
    int nums[] = { 4, 2, 1, 5 };
    int ctr = sizeof(nums) / sizeof(*nums);
    int target = 7;
 int i;
 printf(""Original Array: "");
 for(i=0; i<ctr; i++)
    {
        printf(""%d  "", nums[i]);
    }
    printf(""\nTarget Value: %d"", target);
    int *indexes = two_sum(nums, ctr, target);
    if (indexes != NULL) {
  printf(""\nIndices of the two numbers whose sum equal to target value: %d"", target);
        printf(""\n%d %d\n"", indexes[0], indexes[1]);
    } 
 else
 {
        printf(""Not found or matched\n"");
    }

    return 0;
}

",,C,0
PGA-WEB-Q62,N/A,Website,Simple Algorithms; Control and Iteration,"Write a C program to find the length of the longest substring of a given string without repeating characters.

Expected Output:

 Original String: xyzxyzyy  
 Length of the longest substring without repeating characters: 3","#include <stdio.h>
#include <stdlib.h>
#include <string.h>
static int length_of_longest_substring(char *str1)
{
   int offset[128];
   int substr_max_len = 0;
   int len = 0;
   int index = 0;
   memset(offset, 0xff, sizeof(offset));
   while (*str1 != '\0') {
       if (offset[*str1] == -1) {
           len++;
         }
                   else {
           if (index - offset[*str1] > len)
                                     {
               len++;
           }
                            else
                            {
                len = index - offset[*str1];
           }
       }
       if (len > substr_max_len)
                  {
           substr_max_len = len;
       }
       offset[*str1++] = index++;
   }
   return substr_max_len;
}
int main(void)
 {
   char *str1 = ""xyzxyzyy"";
         printf(""\nOriginal String: %s"", str1);
         printf(""\nLength of the longest substring without repeating characters: %d\n"", length_of_longest_substring(str1));
         return 0;
}
",,C,0
PGA-LAB02-Q01,2024,Lab Worksheet,"Type, Fundamental, Functions 1, Overview, Data Types and Conversions, Functions","Using the existing right-angled triangle program as an example, write a program which takes two floating-point numbers from the user which represent the lengths of the two shortest sides of a right-angled triangle. The program should then calculate and print the length of the longest side.","#include <stdio.h>
#include <math.h>

int main() {
    double a, b, c;

    // Prompt user to enter the lengths of the two shorter sides
    printf(""Please enter the lengths of the two shorter sides (separated by space): "");
    scanf(""%lf %lf"", &a, &b);

    // Calculate the length of the hypotenuse
    c = sqrt(a * a + b * b);

    // Output the result
    printf(""The length of the longest side is: %.2f\n"", c);

    return 0;
}",,C,0
PGA-LAB02-Q02,2024,Lab Worksheet,"Selection, Operators, Fundamental, Type, Control and Iteration, Data Types and Conversions","Using the JTWC Tropical Typhoon intensity scale, write a program which takes wind-speed as input and outputs the classification of intensity (eg, typhoon, violent typhoon, etc).

Intensity Class Wind speed (km/h)

Tropical Depression <= 62

Typhoon 63 - 118

Strong Typhoon 119 - 156

Very Strong Typhoon 157 - 192

Violent Typhoon >=193","#include <stdio.h>

int main() {
    float wind_speed;

    // Prompt user for wind speed
    printf(""Enter wind speed (km/h): "");
    scanf(""%f"", &wind_speed);

    // Classify based on JTWC scale
    if (wind_speed <= 62) {
        printf(""Classification: Tropical Depression\n"");
    } else if (wind_speed <= 118) {
        printf(""Classification: Typhoon\n"");
    } else if (wind_speed <= 156) {
        printf(""Classification: Strong Typhoon\n"");
    } else if (wind_speed <= 192) {
        printf(""Classification: Very Strong Typhoon\n"");
    } else {
        printf(""Classification: Violent Typhoon\n"");
    }

    return 0;
}",,C,0
PGA-LAB02-Q03,2024,Lab Worksheet,"Iteration, Fundamental, Type, Control and Iteration, Data Types and Conversions","(Textbook 2.31) (Table of Squares and Cubes) Using only the techniques you learned in this chapter, write
a program that calculates the squares and cubes of the numbers from 0 to 10 and uses tabs to print
the following table of values","#include <stdio.h>

int main() {
    // Print the table header with tabs
    printf(""number\tsquare\tcube\n"");

    // Loop from 0 to 10 and calculate square and cube
    for (int i = 0; i <= 10; i++) {
        printf(""%d\t%d\t%d\n"", i, i * i, i * i * i);
    }

    return 0;
}",,C,0
PGA-LAB02-Q04,2024,Lab Worksheet,"Fundamental, Type, Iteration, Data Types and Conversions, Control and Iteration","(Textbook 2.30)(Separating Digits in an Integer) Write a program that inputs one five-digit number, separates the number into its individual digits and prints the digits separated from one another by three spaces each. [Hint: Use combinations of integer division and the remainder operation.] For example, if the user types in 42139, the program should print:4   2   1  3  9","#include <stdio.h>

int main() {
    int number;

    // Prompt user for a five-digit number
    printf(""Enter a five-digit number: "");
    scanf(""%d"", &number);

    // Extract each digit using division and remainder
    int digit1 = number / 10000;         // ten-thousands place
    int digit2 = (number / 1000) % 10;   // thousands place
    int digit3 = (number / 100) % 10;    // hundreds place
    int digit4 = (number / 10) % 10;     // tens place
    int digit5 = number % 10;             // units place

    // Print digits separated by three spaces
    printf(""%d   %d   %d   %d   %d\n"", digit1, digit2, digit3, digit4, digit5);

    return 0;
}",,C,0
PGA-LAB02-Q05,2024,Lab Worksheet,"Fundamental, Type, Iteration, Data Types and Conversions, Control and Iteration","(Textbook 2.20)(Converting from seconds to hours, minutes and seconds) Write a program that asks the user to enter the total time elapsed, in seconds, since an event and converts the time to hours, minutes and seconds. The time should be displayed as hours:minutes:seconds. [Hint: Use the remainder operator]","#include <stdio.h>

int main() {
    int total_seconds, hours, minutes, seconds;

    // Prompt the user for the elapsed time in seconds
    printf(""Enter the elapsed time in seconds: "");
    scanf(""%d"", &total_seconds);

    // Calculate hours, minutes, and remaining seconds
    hours = total_seconds / 3600;          // 1 hour = 3600 seconds
    minutes = (total_seconds % 3600) / 60; // 1 minute = 60 seconds
    seconds = total_seconds % 60;

    // Display the result in hh:mm:ss format
    printf(""%d:%d:%d\n"", hours, minutes, seconds);

    return 0;
}",,C,0
PGA-LAB02-Q06,2024,Lab Worksheet,"Fundamental, Type, Characters and Strings, Data Types and Conversions","(Textbook 2.29) (Integer Value of a Character) Here’s a peek ahead. In this chapter you learned about integers and the type int. C can also represent uppercase letters, lowercase letters and a considerable variety of special symbols. C uses small integers internally to represent each different character. The set of characters a computer uses together with the corresponding integer representations for those characters is called that computer’s character set. You can print the integer equivalent of uppercase A, for example, by executing the statement 
printf( ""%d"", 'A' ); 
Write a C program that prints the integer equivalents of some uppercase letters, lowercase letters, digits and special symbols. As a minimum, determine the integer equivalents of the following:
A B C a b c 0 1 2 $ * + / and the blank character.","#include <stdio.h>

int main() {
    // Print integer equivalents of various characters
    printf(""Character equivalents:\n"");

    // Uppercase letters
    printf(""'A' = %d\n"", 'A');
    printf(""'B' = %d\n"", 'B');
    printf(""'C' = %d\n"", 'C');

    // Lowercase letters
    printf(""'a' = %d\n"", 'a');
    printf(""'b' = %d\n"", 'b');
    printf(""'c' = %d\n"", 'c');

    // Digits
    printf(""'0' = %d\n"", '0');
    printf(""'1' = %d\n"", '1');
    printf(""'2' = %d\n"", '2');

    // Special symbols
    printf(""'$' = %d\n"", '$');
    printf(""'*' = %d\n"", '*');
    printf(""'+' = %d\n"", '+');
    printf(""'/' = %d\n"", '/');

    // Blank character (space)
    printf(""' ' = %d\n"", ' ');

    return 0;
}",,C,0
PGA-LAB03-Q01,2024,Lab Worksheet,"Iteration, Fundamental, Type, Control and Iteration, Data Types and Conversions","(Textbook 3.32) (Square of Asterisks) Write a program that reads in the side of a square and then prints that square out of asterisks. Your program should work for squares of all side sizes between 1 and 20. For example, if your program reads a size of 4, it should print","#include <stdio.h>

int main() {
    int side;

    // Prompt user for the side length of the square
    printf(""Enter the side length of the square (1-20): "");
    scanf(""%d"", &side);

    // Print the square of asterisks
    for (int i = 0; i < side; i++) {
        for (int j = 0; j < side; j++) {
            printf(""*"");
        }
        printf(""\n"");
    }

    return 0;
}",,C,0
PGA-LAB03-Q02,2024,Lab Worksheet,"Iteration, Selection, Fundamental","(Textbook 3.33)(Hollow Square of Asterisks) Modify the program you wrote in Exercise 3.32 so that it prints a hollow square. For example, if your program reads a size of 5, it should print","#include <stdio.h>

int main() {
    int side;

    // Prompt the user for the side length
    printf(""Enter the side length of the square (1-20): "");
    scanf(""%d"", &side);

    // Print a hollow square
    for (int row = 0; row < side; row++) {
        for (int col = 0; col < side; col++) {
            // Print asterisk on borders, space elsewhere
            if (row == 0 || row == side - 1 || col == 0 || col == side - 1) {
                printf(""*"");
            } else {
                printf("" "");
            }
        }
        printf(""\n"");
    }

    return 0;
}",,C,0
PGA-LAB03-Q03,2024,Lab Worksheet,"Iteration, Fundamental, Type","(Textbook 3.18)(Sales-Commission Calculator) One large chemical company pays its salespeople on a com mission basis. The salespeople receive $200 per week plus 9% of their gross sales for that week. For example, a salesperson who sells $5000 worth of chemicals in a week receives $200 plus 9% of $5000, or a total of $650. Develop a program that will input each salesperson’s gross sales for last week and will calculate and display that salesperson’s earnings. Process one salesperson's figures at a time. Here is a sample input/output dialog:","#include <stdio.h>

int main() {
    float sales, salary;

    // Loop until user enters -1
    while (1) {
        printf(""Enter sales in dollars (-1 to end): "");
        scanf(""%f"", &sales);

        // Check for sentinel value
        if (sales == -1) {
            break;
        }

        // Calculate salary: $200 + 9% of sales
        salary = 200 + 0.09 * sales;

        // Display result with two decimal places
        printf(""Salary is: $%.2f\n"", salary);
    }

    return 0;
}",,C,0
PGA-LAB03-Q04,2024,Lab Worksheet,"Iteration, Fundamental, Type","(Textbook 3.34(Floyd's Triangle) Floyd’s Triangle is a right-angled triangular array of natural numbers. It is defined by filling rows with consecutive integers. Thus, row 1 will have the number 1, row 2 will have the numbers 2 and 3, and so on. Write a program that draws a 10-line Floyd’s triangle. An outer loop can control the number of lines to be printed and an inner loop can ensure that each row contains the correct number of integers.","#include <stdio.h>

int main() {
    int number = 1; // Starting number for Floyd's triangle

    // Outer loop for each row (1 to 10)
    for (int row = 1; row <= 10; row++) {
        // Inner loop to print numbers in the current row
        for (int col = 1; col <= row; col++) {
            printf(""%d "", number);
            number++; // Increment number for next position
        }
        printf(""\n""); // Move to next line after each row
    }

    return 0;
}",,C,0
PGA-LAB03-Q05,2024,Lab Worksheet,"Iteration, Fundamental, Type","(Textbook 3.35)(Printing the Decimal Equivalent of a Binary Number) Input an integer (5 digits or fewer) containing only 0s and 1s (i.e., a “binary” integer) and print its decimal equivalent. [Hint: Use the re mainder and division operators to pick off the “binary” number’s digits one at a time from right to left. Just as in the decimal number system, in which the rightmost digit has a positional value of 1, and the next digit left has a positional value of 10, then 100, then 1000, and so on, in the binary number sys tem the rightmost digit has a positional value of 1, the next digit left has a positional value of 2, then 4, then 8, and so on. Thus the decimal number 234 can be interpreted as 4 * 1 + 3 * 10 + 2 * 100. The decimal equivalent of binary 1101 is 1 * 1 + 0 * 2 + 1 * 4 + 1 * 8 or 1 + 0 + 4 + 8 or 13.]","#include <stdio.h>

int main() {
    int binary, decimal = 0, base = 1, remainder;

    // Prompt user for binary number
    printf(""Enter a binary number (up to 5 digits): "");
    scanf(""%d"", &binary);

    // Convert binary to decimal
    int temp = binary;
    while (temp > 0) {
        remainder = temp % 10;       // Get the last digit
        decimal += remainder * base; // Add to decimal value
        base *= 2;                   // Increase power of 2
        temp /= 10;                  // Remove last digit
    }

    // Print the result
    printf(""Decimal equivalent: %d\n"", decimal);

    return 0;
}",,C,0
PGA-LAB03-Q06,2024,Lab Worksheet,"Fundamental, Type, Iteration","(Textbook 3.48) (Enforcing Privacy with Cryptography) The explosive growth of Internet communications and data storage on Internet-connected computers has greatly increased privacy concerns. The field of cryptography is concerned with coding data to make it difficult (and hopefully—with the most advanced schemes—impossible) for unauthorized users to read. In this exercise you’ll investigate a simple scheme for encrypting and decrypting data. A company that wants to send data over the In ternet has asked you to write a program that will encrypt it so that it may be transmitted more se curely. All the data is transmitted as four-digit integers. Your application should read a four-digit integer entered by the user and encrypt it as follows: Replace each digit with the result of adding 7 to the digit and getting the remainder after dividing the new value by 10. Then swap the first digit with the third, and swap the second digit with the fourth. Then print the encrypted integer. Write a separate application that inputs an encrypted four-digit integer and decrypts it (by reversing the encryption scheme) to form the original number. [Optional reading project: In industrial-strength applications, you’ll want to use much stronger encryption techniques than presented in this exercise. Research “public key cryptography” in general and the PGP (Pretty Good Privacy) specific public key scheme. You may also want to investigate the RSA scheme, which is widely used in industrial strength applications.]","#include <stdio.h>

int main(void)
{
    int input;
    int digit[4];

    printf(""Enter a 4-digit number:"");
    scanf(""%d"",&input);
//    printf(""The input is: %d\n"", input);
       
// Split the number into its digits
    digit[0] = input / 1000;
    digit[1] = (input / 100) % 10;
    digit[2] = (input / 10) % 10;
    digit[3] = input % 10;
//    printf(""The 4 digits are: %d %d %d %d\n"", digit[0],digit[1],digit[2],digit[3]);
       
// Add 7 to each digit and take modulo 10
    digit[0] = (digit[0] + 7)%10;
    digit[1] = (digit[1] + 7)%10;
    digit[2] = (digit[2] + 7)%10;
    digit[3] = (digit[3] + 7)%10;
        
// Swap the first with the third, and the second with the fourth
	int temp = digit[0];
	digit[0] = digit[2];
	digit[2] = temp;
	temp = digit[1];
	digit[1] = digit[3];
	digit[3] = temp;	
	
    printf(""The encrypted number is: "");
	for(int i=0; i<4; i++)
		printf(""%d"",digit[i]);
	printf(""\n"");
		
    return 0;
}",,C,0
PGA-LAB03-Q07,2024,Lab Worksheet ,"Iteration, Selection, Fundamental, Type, Control and Iteration, Functions","menu driven calculator: Write a program which displays a text-based menu to the user, allowing them to choose between 3 mathematical operations on numbers. Option 1 should ask for 2 numbers and add them; Option 2 should ask for 2 numbers and multiply them; Option 3 should ask for 2 numbers and calculate the modulus. Option 4 should exit the program. After the operation is complete, the menu show be shown again to allow the user to select another option. The input numbers should be integers but the results should be real numbers if necessary."," #include <stdio.h>

int main() {
    int choice;
    int num1, num2;
    int result;

    do {
        // Display menu
        printf(""\nMenu:\n"");
        printf(""1. Add two numbers\n"");
        printf(""2. Multiply two numbers\n"");
        printf(""3. Modulus (remainder) of two numbers\n"");
        printf(""4. Exit\n"");
        printf(""Enter your choice: "");
        scanf(""%d"", &choice);

        switch (choice) {
            case 1:
                printf(""Enter two integers: "");
                scanf(""%d %d"", &num1, &num2);
                result = num1 + num2;
                printf(""Result: %d\n"", result);
                break;
            case 2:
                printf(""Enter two integers: "");
                scanf(""%d %d"", &num1, &num2);
                result = num1 * num2;
                printf(""Result: %d\n"", result);
                break;
            case 3:
                printf(""Enter two integers: "");
                scanf(""%d %d"", &num1, &num2);
                if (num2 == 0) {
                    printf(""Error: Modulus by zero is not allowed.\n"");
                } else {
                    result = num1 % num2;
                    printf(""Result: %d\n"", result);
                }
                break;
            case 4:
                printf(""Exiting program.\n"");
                break;
            default:
                printf(""Invalid choice. Please try again.\n"");
        }
    } while (choice != 4);

    return 0;
}",,C,0
